observation number,publication number,Title ,Authors,Data_extracted_by,Extraction_date,Continent, Country,year_of_experiment,Site,lat_decimals,long_decimals,eco_type,Annual_precip ,precipitation_levels,Annual_temp,Regional_climate ,climatic_region,SOM,Soil C %,Soil N%,Soil C:N ratio ,Soil pH,litterbags_size_cm2,Fauna_available, Top_mesh_size,Fauna_group,Bottom_mesh_size,Burial_location  ,Time_Days,Duration_period,spc_abbr, Litter_type,Drying_method,Oven_temp_C,Litter_size,sp_div_in_mixture,species_richness,propotions,Mixture_mass_ratio,n_expected,n_observed,Lit_Car,Lit_Nit,Lit_Pho,Lit_Lig,Lit_Car_Nit_ratio,Lit_Lig_Nit_ratio,expected_decay_k,observed_decay_k,initial_weight_g,Final_weight_g,m_expected,sd_expected,m_observed,sd_observed,obs_per_day,exp_per_day,sd_obsv_per_day,sd_exp_per_day
44,3,"The influence of litter mixing on decomposition and soil fauna assemblages in a Pinus koraiensis mixed broad-leaved forest of the Changbai Mountains, China",Jiang et al 2013,Denis Mburu Njoroge,05/06/2020,Asia,China,2009,Changbai Mountains (2),42.24,128.5,Forest,800,low,3,Temperate ,Temperate,N/A,N/A,N/A,N/A,5.35,300,present,4,macrofauna,N/A,Surface ,243,medium,"Pk,Fm",Deciduous,air dried,N/A,Whole leaf,2,two,equal,01:01,6,6,48.6,0.6165,0.0285,N/A,N/A,N/A,0.64,0.653,10,8.15,19.45,3.481379037,18.5,3.18,0.076131687,0.080041152,0.01308642,0.014326663
45,3,"The influence of litter mixing on decomposition and soil fauna assemblages in a Pinus koraiensis mixed broad-leaved forest of the Changbai Mountains, China",Jiang et al 2013,Denis Mburu Njoroge,05/06/2020,Asia,China,2009,Changbai Mountains (2),42.24,128.5,Forest,800,low,3,Temperate ,Temperate,N/A,N/A,N/A,N/A,5.35,300,present,4,macrofauna,N/A,Surface ,304,medium,"Pk,Fm",Deciduous,air dried,N/A,Whole leaf,2,two,equal,01:01,6,6,48.6,0.6165,0.0285,N/A,N/A,N/A,0.64,0.653,10,7.01,33.6,5.545268253,29.9,5.63,0.098355263,0.110526316,0.018519737,0.018241014
46,3,"The influence of litter mixing on decomposition and soil fauna assemblages in a Pinus koraiensis mixed broad-leaved forest of the Changbai Mountains, China",Jiang et al 2013,Denis Mburu Njoroge,05/06/2020,Asia,China,2009,Changbai Mountains (2),42.24,128.5,Forest,800,low,3,Temperate ,Temperate,N/A,N/A,N/A,N/A,5.35,300,present,4,macrofauna,N/A,Surface ,365,long,"Pk,Fm",Deciduous,air dried,N/A,Whole leaf,2,two,equal,01:01,6,6,48.6,0.6165,0.0285,N/A,N/A,N/A,0.64,0.653,10,4.77,47.95,6.408587988,52.3,3.67,0.143287671,0.131369863,0.010054795,0.017557775
47,3,"The influence of litter mixing on decomposition and soil fauna assemblages in a Pinus koraiensis mixed broad-leaved forest of the Changbai Mountains, China",Jiang et al 2013,Denis Mburu Njoroge,05/06/2020,Asia,China,2009,Changbai Mountains (2),42.24,128.5,Forest,800,low,3,Temperate ,Temperate,N/A,N/A,N/A,N/A,5.35,300,present,4,macrofauna,N/A,Surface ,183,medium,"Pk,Ta",Deciduous,air dried,N/A,Whole leaf,2,two,equal,01:01,6,6,48.595,0.829,0.026,N/A,N/A,N/A,0.4865,0.357,10,9.61,7.35,1.479864859,3.9,0.73,0.021311475,0.040163934,0.003989071,0.008086693
48,3,"The influence of litter mixing on decomposition and soil fauna assemblages in a Pinus koraiensis mixed broad-leaved forest of the Changbai Mountains, China",Jiang et al 2013,Denis Mburu Njoroge,05/06/2020,Asia,China,2009,Changbai Mountains (2),42.24,128.5,Forest,800,low,3,Temperate ,Temperate,N/A,N/A,N/A,N/A,5.35,300,present,4,macrofauna,N/A,Surface ,243,medium,"Pk,Ta",Deciduous,air dried,N/A,Whole leaf,2,two,equal,01:01,6,6,48.595,0.829,0.026,N/A,N/A,N/A,0.4865,0.357,10,9.24,13.65,4.689349635,7.6,1.47,0.03127572,0.05617284,0.006049383,0.019297735
49,3,"The influence of litter mixing on decomposition and soil fauna assemblages in a Pinus koraiensis mixed broad-leaved forest of the Changbai Mountains, China",Jiang et al 2013,Denis Mburu Njoroge,05/06/2020,Asia,China,2009,Changbai Mountains (2),42.24,128.5,Forest,800,low,3,Temperate ,Temperate,N/A,N/A,N/A,N/A,5.35,300,present,4,macrofauna,N/A,Surface ,304,medium,"Pk,Ta",Deciduous,air dried,N/A,Whole leaf,2,two,equal,01:01,6,6,48.595,0.829,0.026,N/A,N/A,N/A,0.4865,0.357,10,8.22,28.65,2.944486373,17.8,7.84,0.058552632,0.094243421,0.025789474,0.00968581
50,3,"The influence of litter mixing on decomposition and soil fauna assemblages in a Pinus koraiensis mixed broad-leaved forest of the Changbai Mountains, China",Jiang et al 2013,Denis Mburu Njoroge,05/06/2020,Asia,China,2009,Changbai Mountains (2),42.24,128.5,Forest,800,low,3,Temperate ,Temperate,N/A,N/A,N/A,N/A,5.35,300,present,4,macrofauna,N/A,Surface ,365,long,"Pk,Ta",Deciduous,air dried,N/A,Whole leaf,2,two,equal,01:01,6,6,48.595,0.829,0.026,N/A,N/A,N/A,0.4865,0.357,10,6.67,39.05,6.57267069,33.3,3.43,0.091232877,0.106986301,0.00939726,0.018007317
51,3,"The influence of litter mixing on decomposition and soil fauna assemblages in a Pinus koraiensis mixed broad-leaved forest of the Changbai Mountains, China",Jiang et al 2013,Denis Mburu Njoroge,05/06/2020,Asia,China,2009,Changbai Mountains (2),42.24,128.5,Forest,800,low,3,Temperate ,Temperate,N/A,N/A,N/A,N/A,5.35,300,present,4,macrofauna,N/A,Surface ,183,medium,"Pk,Am",Deciduous,air dried,N/A,Whole leaf,2,two,equal,01:01,6,6,47.37,0.5435,0.049,N/A,N/A,N/A,0.3785,0.383,10,9.09,8.4,1.161895004,9.1,3.18,0.049726776,0.045901639,0.017377049,0.006349153
52,3,"The influence of litter mixing on decomposition and soil fauna assemblages in a Pinus koraiensis mixed broad-leaved forest of the Changbai Mountains, China",Jiang et al 2013,Denis Mburu Njoroge,05/06/2020,Asia,China,2009,Changbai Mountains (2),42.24,128.5,Forest,800,low,3,Temperate ,Temperate,N/A,N/A,N/A,N/A,5.35,300,present,4,macrofauna,N/A,Surface ,243,medium,"Pk,Am",Deciduous,air dried,N/A,Whole leaf,2,two,equal,01:01,6,6,47.37,0.5435,0.049,N/A,N/A,N/A,0.3785,0.383,10,8.79,14,4.343961326,12.1,2.2,0.049794239,0.057613169,0.009053498,0.017876384
53,3,"The influence of litter mixing on decomposition and soil fauna assemblages in a Pinus koraiensis mixed broad-leaved forest of the Changbai Mountains, China",Jiang et al 2013,Denis Mburu Njoroge,05/06/2020,Asia,China,2009,Changbai Mountains (2),42.24,128.5,Forest,800,low,3,Temperate ,Temperate,N/A,N/A,N/A,N/A,5.35,300,present,4,macrofauna,N/A,Surface ,304,medium,"Pk,Am",Deciduous,air dried,N/A,Whole leaf,2,two,equal,01:01,6,6,47.37,0.5435,0.049,N/A,N/A,N/A,0.3785,0.383,10,8,23.85,1.479864859,20,5.39,0.065789474,0.078453947,0.017730263,0.004867977
54,3,"The influence of litter mixing on decomposition and soil fauna assemblages in a Pinus koraiensis mixed broad-leaved forest of the Changbai Mountains, China",Jiang et al 2013,Denis Mburu Njoroge,05/06/2020,Asia,China,2009,Changbai Mountains (2),42.24,128.5,Forest,800,low,3,Temperate ,Temperate,N/A,N/A,N/A,N/A,5.35,300,present,4,macrofauna,N/A,Surface ,365,long,"Pk,Am",Deciduous,air dried,N/A,Whole leaf,2,two,equal,01:01,6,6,47.37,0.5435,0.049,N/A,N/A,N/A,0.3785,0.383,10,6.54,32.45,3.327160952,34.6,4.16,0.094794521,0.08890411,0.01139726,0.009115509
55,3,"The influence of litter mixing on decomposition and soil fauna assemblages in a Pinus koraiensis mixed broad-leaved forest of the Changbai Mountains, China",Jiang et al 2013,Denis Mburu Njoroge,05/06/2020,Asia,China,2009,Changbai Mountains (2),42.24,128.5,Forest,800,low,3,Temperate ,Temperate,N/A,N/A,N/A,N/A,5.35,300,present,4,macrofauna,N/A,Surface ,183,medium,"PK,Fm,Ta,Am",Deciduous,air dried,N/A,Whole leaf,4,four,equal,1:1:1:1,6,6,43.234,0.8275,0.0448,N/A,N/A,N/A,0.5913,0.509,10,9.13,11.8,1.539480432,8.7,2.69,0.047540984,0.064480874,0.014699454,0.008412461
56,3,"The influence of litter mixing on decomposition and soil fauna assemblages in a Pinus koraiensis mixed broad-leaved forest of the Changbai Mountains, China",Jiang et al 2013,Denis Mburu Njoroge,05/06/2020,Asia,China,2009,Changbai Mountains (2),42.24,128.5,Forest,800,low,3,Temperate ,Temperate,N/A,N/A,N/A,N/A,5.35,300,present,4,macrofauna,N/A,Surface ,243,medium,"PK,Fm,Ta,Am",Deciduous,air dried,N/A,Whole leaf,4,four,equal,1:1:1:1,6,6,43.234,0.8275,0.0448,N/A,N/A,N/A,0.5913,0.509,10,8.4,19.85,5.135172831,16,4.16,0.065843621,0.081687243,0.017119342,0.021132398
57,3,"The influence of litter mixing on decomposition and soil fauna assemblages in a Pinus koraiensis mixed broad-leaved forest of the Changbai Mountains, China",Jiang et al 2013,Denis Mburu Njoroge,05/06/2020,Asia,China,2009,Changbai Mountains (2),42.24,128.5,Forest,800,low,3,Temperate ,Temperate,N/A,N/A,N/A,N/A,5.35,300,present,4,macrofauna,N/A,Surface ,304,medium,"PK,Fm,Ta,Am",Deciduous,air dried,N/A,Whole leaf,4,four,equal,1:1:1:1,6,6,43.234,0.8275,0.0448,N/A,N/A,N/A,0.5913,0.509,10,6.99,32.3,4.345687518,30.1,4.9,0.099013158,0.10625,0.016118421,0.014295025
58,3,"The influence of litter mixing on decomposition and soil fauna assemblages in a Pinus koraiensis mixed broad-leaved forest of the Changbai Mountains, China",Jiang et al 2013,Denis Mburu Njoroge,05/06/2020,Asia,China,2009,Changbai Mountains (2),42.24,128.5,Forest,800,low,3,Temperate ,Temperate,N/A,N/A,N/A,N/A,5.35,300,present,4,macrofauna,N/A,Surface ,365,long,"PK,Fm,Ta,Am",Deciduous,air dried,N/A,Whole leaf,4,four,equal,1:1:1:1,6,6,43.234,0.8275,0.0448,N/A,N/A,N/A,0.5913,0.509,10,5.89,44.325,6.584071689,41.1,6.37,0.11260274,0.121438356,0.017452055,0.018038553
59,4,Red oak litter promotes a microarthropod functional group that accelerates its decomposition,Hansen et al 1999,Denis Mburu Njoroge,05/06/2020,North America,USA,1993,North Carolina (1),35.03,-83.25,Forest,1936,medium,N/A,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,225,present,N/A,macrofauna,N/A,Surface ,365,long,"Ba-a,As,Qr",Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,12,12,51.43,0.88,N/A,N/A,N/A,N/A,N/A,N/A,8,4.48,43,8.630758947,44,8.31,0.120547945,0.117808219,0.022767123,0.023645915
60,4,Red oak litter promotes a microarthropod functional group that accelerates its decomposition,Hansen et al 1999,Denis Mburu Njoroge,05/06/2020,North America,USA,1993,North Carolina (1),35.03,-83.25,Forest,1936,medium,N/A,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,225,present,N/A,macrofauna,N/A,Surface ,730,very  long,"Ba-a,As,Qr",Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,12,12,50.46,0.86,N/A,N/A,N/A,N/A,N/A,N/A,8,4.32,45,8.847033401,46,5.2,0.063013699,0.061643836,0.007123288,0.012119224
61,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,absent,0.068,microfauna,0.068,Surface ,158,short,Cp and Hm,Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,5,5,49.05,1.08,0.0375,N/A,46.3,N/A,N/A,N/A,7.73,4.79,34.66,0.75,38.05,0.75,0.240822785,0.219367089,0.004746835,0.004746835
62,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,absent,0.068,microfauna,0.068,Surface ,158,short,Cp and Sr,Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,5,5,48.75,1.025,0.0255,N/A,48.35,N/A,N/A,N/A,7.72,5.25,32.04,0.34,30.5,0.34,0.193037975,0.20278481,0.002151899,0.002151899
63,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,absent,0.068,microfauna,0.068,Surface ,158,short,Gg and Sm,Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,5,5,49.4,1.16,0.0325,N/A,43.65,N/A,N/A,N/A,7.73,4.88,36.93,0.9,32.89,0.9,0.208164557,0.233734177,0.005696203,0.005696203
64,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,absent,0.068,microfauna,0.068,Surface ,158,short,Gg and Vs,Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,5,5,46.3,1.04,0.0305,N/A,45.9,N/A,N/A,N/A,7.69,5.02,34.79,1.03,30.16,1.03,0.190886076,0.220189873,0.006518987,0.006518987
65,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,absent,0.068,microfauna,0.068,Surface ,158,short,Hc and Pi,Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,5,5,49.35,1.32,0.037,N/A,37.7,N/A,N/A,N/A,7.75,4.67,39.78,1.16,34.55,1.16,0.218670886,0.251772152,0.007341772,0.007341772
66,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,absent,0.068,microfauna,0.068,Surface ,158,short,Pi and Vs,Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,5,5,45.95,1.145,0.023,N/A,42,N/A,N/A,N/A,7.71,5.31,31.12,0.77,27.67,0.77,0.175126582,0.196962025,0.004873418,0.004873418
67,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,absent,0.068,microfauna,0.068,Surface ,158,short,"CP, Hc  and Vs",Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,5,5,47,1.01,0.034,N/A,47.367,N/A,N/A,N/A,7.71,5.32,30.99,0.02,30.92,0.02,0.195696203,0.196139241,0.000126582,0.000126582
68,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,absent,0.068,microfauna,0.068,Surface ,158,short,"Cp, Pi, and Vs",Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,5,5,46.77,1.077,0.022,N/A,45.23,N/A,N/A,N/A,7.71,5.62,27.6,0.34,29.15,0.34,0.184493671,0.174683544,0.002151899,0.002151899
69,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,absent,0.068,microfauna,0.068,Surface ,158,short,"Gg, Hs and Sr",Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,5,5,49.5,1.18,0.04,N/A,42.73,N/A,N/A,N/A,7.75,4.62,40.33,1.33,34.33,1.33,0.217278481,0.255253165,0.008417722,0.008417722
70,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,absent,0.068,microfauna,0.068,Surface ,158,short,"Gg,pi,Sr",Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,5,5,49.2,1.25,0.028,N/A,40.6,N/A,N/A,N/A,7.75,4.5,41.98,2.09,32.55,2.09,0.206012658,0.265696203,0.013227848,0.013227848
71,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,absent,0.068,microfauna,0.068,Surface ,158,short,"Cp,Gg,Pi and Sr",Deciduous,Air dried,N/A,Whole leaf,4,four,equal,1:1:1:1,5,5,49.05,1.17,0.026,N/A,43.38,N/A,N/A,N/A,7.74,4.94,36.16,0.83,32.44,0.83,0.205316456,0.228860759,0.005253165,0.005253165
72,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,absent,0.068,microfauna,0.068,Surface ,158,short,"Cp,Hc,Pi and Vs",Deciduous,Air dried,N/A,Whole leaf,4,four,equal,1:1:1:1,5,5,47.5,1.113,0.0303,N/A,44.15,N/A,N/A,N/A,7.7,5.15,33.07,0.42,31.16,0.42,0.19721519,0.209303797,0.002658228,0.002658228
73,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,absent,0.068,microfauna,0.068,Surface ,158,short,"Gg, Hc, Sr, and Vs",Deciduous,Air dried,N/A,Whole leaf,4,four,equal,1:1:1:1,5,5,47.85,1.103,0.037,N/A,44.425,N/A,N/A,N/A,7.74,5.01,35.21,0.17,35.99,0.17,0.22778481,0.222848101,0.001075949,0.001075949
74,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,absent,0.068,microfauna,0.068,Surface ,158,short,"Cp,Gg,Ps,Sr,Hc,Vs",Deciduous,Air dried,N/A,Whole leaf,6,six,equal,1:1:1:1:1:1,5,5,48.1,1.128,0.031,N/A,43.98,N/A,N/A,N/A,7.72,5.11,33.81,0.46,31.74,0.46,0.200886076,0.213987342,0.002911392,0.002911392
75,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,present,8,macrofauna,0.5,Surface ,158,short,Cp and Hm,Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,5,5,49.05,1.08,0.0375,N/A,46.3,N/A,N/A,N/A,7.75,4.63,40.25,1.92,31.6,1.92,0.2,0.254746835,0.012151899,0.012151899
76,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,present,8,macrofauna,0.5,Surface ,158,short,Cp and Sr,Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,5,5,48.75,1.025,0.0255,N/A,48.35,N/A,N/A,N/A,7.74,5.08,34.45,0.32,32.98,0.32,0.208734177,0.218037975,0.002025316,0.002025316
77,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,present,8,macrofauna,0.5,Surface ,158,short,Gg and Sm,Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,5,5,49.4,1.16,0.0325,N/A,43.65,N/A,N/A,N/A,7.73,3.37,56.36,0.97,52.01,0.97,0.329177215,0.356708861,0.006139241,0.006139241
78,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,present,8,macrofauna,0.5,Surface ,158,short,Gg and Vs,Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,5,5,46.3,1.04,0.0305,N/A,45.9,N/A,N/A,N/A,7.67,3.49,54.54,0.14,55.16,0.14,0.349113924,0.345189873,0.000886076,0.000886076
79,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,present,8,macrofauna,0.5,Surface ,158,short,Hc and Pi,Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,5,5,49.35,1.32,0.037,N/A,37.7,N/A,N/A,N/A,7.75,3.49,54.99,2.34,44.45,2.34,0.281329114,0.348037975,0.014810127,0.014810127
80,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,present,8,macrofauna,0.5,Surface ,158,short,Pi and Vs,Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,5,5,45.95,1.145,0.023,N/A,42,N/A,N/A,N/A,7.71,3.75,51.43,0.54,48.97,0.54,0.309936709,0.325506329,0.003417722,0.003417722
81,5,"C , N and P fertilization in an Amazonian forest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",Barantal et al 2014,Denis Mburu Njoroge,08/06/2020,South America,French Guiana,2009,Paracou,5.18,-52.53,Forest,3041,high,25.7,tropical wet climate ,Tropics,N/A,2.21,0.15,N/A,4.4,225,present,8,macrofauna,0.5,Surface ,158,short,"CP, Hc  and Vs",Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,5,5,47,1.01,0.034,N/A,47.367,N/A,N/A,N/A,7.72,4.94,36.04,0.22,35.07,0.22,0.221962025,0.228101266,0.001392405,0.001392405
